,Dispatching_base_num,numOutput,year,month,day,Borough,Zone,ZipCode,Date,TemperatureF,Preci,Events
295,B02598,10908,2015,4,24,Brooklyn,Stuyvesant Heights,11221,2015/4/24,46,0,
296,B02598,10819,2015,4,25,Manhattan,East Harlem South,10029,2015/4/25,50,0,
297,B02598,9036,2015,4,26,Queens,Elmhurst,11373,2015/4/26,55,0,
298,B02598,6922,2015,4,27,Manhattan,Upper East Side South,10075,2015/4/27,56,0,
299,B02598,7077,2015,4,28,Manhattan,Lower East Side,10002,2015/4/28,61,0,
300,B02598,8119,2015,4,29,Manhattan,Midtown Center,10176,2015/4/29,64,0,
301,B02598,9098,2015,4,30,Manhattan,Penn Station/Madison Sq West,10001,2015/4/30,58,0,
302,B02598,8930,2015,5,1,Manhattan,East Chelsea,10011,2015/5/1,56,0,
303,B02598,9330,2015,5,2,Brooklyn,Brooklyn Heights,11201,2015/5/2,61,0,
304,B02598,7431,2015,5,3,Queens,JFK Airport,11430,2015/5/3,66,0,
305,B02598,6610,2015,5,4,Manhattan,Midtown East,10022,2015/5/4,71,0,
306,B02598,7581,2015,5,5,Manhattan,Midtown Center,10176,2015/5/5,76,0,
307,B02598,8095,2015,5,6,Manhattan,Clinton East,10019,2015/5/6,66,T,
308,B02598,8736,2015,5,7,Brooklyn,Columbia Street,11231,2015/5/7,68,0,
309,B02598,8751,2015,5,8,Manhattan,Upper West Side North,10024,2015/5/8,69,0,
310,B02598,9014,2015,5,9,Brooklyn,Greenpoint,11222,2015/5/9,64,0,
311,B02598,7504,2015,5,10,Queens,Briarwood/Jamaica Hills,11415,2015/5/10,72,0,
312,B02598,7245,2015,5,11,Manhattan,Union Sq,10003,2015/5/11,77,T,Rain
313,B02598,7926,2015,5,12,Manhattan,Greenwich Village North,10014,2015/5/12,75,0,
314,B02598,8575,2015,5,13,Manhattan,Times Sq/Theatre District,10036,2015/5/13,62,0,
315,B02598,9696,2015,5,14,Manhattan,West Chelsea/Hudson Yards,10014,2015/5/14,62,0,
316,B02598,9603,2015,5,15,Brooklyn,Stuyvesant Heights,11221,2015/5/15,65,0,
317,B02598,11125,2015,5,16,Manhattan,Flatiron,10010,2015/5/16,66,0.3,Rain
318,B02598,8341,2015,5,17,Manhattan,Garment District,10018,2015/5/17,74,0.02,Rain
319,B02598,7375,2015,5,18,Manhattan,Midtown North,10036,2015/5/18,68,0,
320,B02598,8373,2015,5,19,Manhattan,Sutton Place/Turtle Bay North,10022,2015/5/19,70,T,Rain
321,B02598,8823,2015,5,20,Manhattan,Upper West Side North,10024,2015/5/20,61,0,
322,B02598,9259,2015,5,21,Brooklyn,Bushwick South,11221,2015/5/21,57,0,
323,B02598,7465,2015,5,22,Manhattan,Midtown North,10036,2015/5/22,65,0,
324,B02598,6375,2015,5,23,Manhattan,Lincoln Square East,10023,2015/5/23,60,0,
325,B02598,5466,2015,5,24,Manhattan,Lower East Side,10002,2015/5/24,69,0,
326,B02598,4776,2015,5,25,Manhattan,Midtown Center,10176,2015/5/25,75,0,
327,B02598,6500,2015,5,26,Manhattan,Midtown Center,10176,2015/5/26,78,0,
328,B02598,8339,2015,5,27,Manhattan,Times Sq/Theatre District,10036,2015/5/27,78,0.08,Rain
329,B02598,9159,2015,5,28,Manhattan,Flatiron,10010,2015/5/28,78,0,
330,B02598,8935,2015,5,29,Manhattan,Lower East Side,10002,2015/5/29,75,0,
331,B02598,8543,2015,5,30,Queens,Long Island City/Hunters Point,11101,2015/5/30,76,0,
332,B02598,7965,2015,5,31,Brooklyn,Flatbush/Ditmas Park,11226,2015/5/31,72,1.46,Fog-Rain
333,B02598,8767,2015,6,1,Queens,LaGuardia Airport,11371,2015/6/1,55,0.72,Rain
334,B02598,9069,2015,6,2,Manhattan,Lenox Hill East,10065,2015/6/2,53,0.37,Rain
335,B02598,8047,2015,6,3,Brooklyn,Brooklyn Heights,11201,2015/6/3,61,0,
336,B02598,8914,2015,6,4,Queens,LaGuardia Airport,11371,2015/6/4,60,0,
337,B02598,8782,2015,6,5,Manhattan,Seaport,10038,2015/6/5,63,0.13,Rain
338,B02598,8321,2015,6,6,Manhattan,Midtown East,10022,2015/6/6,68,0.19,Rain
339,B02598,7271,2015,6,7,Queens,LaGuardia Airport,11371,2015/6/7,65,0,
340,B02598,6950,2015,6,8,Manhattan,Midtown North,10036,2015/6/8,71,0.06,Rain
341,B02598,7516,2015,6,9,Manhattan,Yorkville East,10028,2015/6/9,76,0.01,Rain
342,B02598,8108,2015,6,10,Manhattan,Midtown Center,10176,2015/6/10,74,0,
343,B02598,9315,2015,6,11,Manhattan,Union Sq,10003,2015/6/11,81,0,
344,B02598,8864,2015,6,12,Manhattan,Chinatown,10013,2015/6/12,81,0,
345,B02598,8376,2015,6,13,Bronx,Van Cortlandt Village,10463,2015/6/13,79,0,
346,B02598,7284,2015,6,14,Manhattan,Times Sq/Theatre District,10036,2015/6/14,77,0.36,Rain
347,B02598,7893,2015,6,15,Brooklyn,Greenpoint,11222,2015/6/15,74,0.57,Rain
348,B02598,7445,2015,6,16,Brooklyn,Cobble Hill,11201,2015/6/16,72,0.27,Rain
349,B02598,8453,2015,6,17,Queens,Ozone Park,11417,2015/6/17,74,T,Rain
350,B02598,9123,2015,6,18,Manhattan,Midtown East,10022,2015/6/18,68,0,
351,B02598,8393,2015,6,19,Manhattan,Clinton East,10019,2015/6/19,78,0,
352,B02598,7792,2015,6,20,Manhattan,Sutton Place/Turtle Bay North,10022,2015/6/20,70,T,Rain
353,B02598,7241,2015,6,21,Brooklyn,Fort Greene,11205,2015/6/21,80,0.64,Rain
354,B02598,6604,2015,6,22,Manhattan,Central Harlem,10035,2015/6/22,79,0,
355,B02598,7962,2015,6,23,Manhattan,Union Sq,10003,2015/6/23,83,0.02,
356,B02598,7864,2015,6,24,Manhattan,Flatiron,10010,2015/6/24,76,0,
357,B02598,8662,2015,6,25,Manhattan,TriBeCa/Civic Center,11201,2015/6/25,74,0,
358,B02598,8183,2015,6,26,Manhattan,Alphabet City,10009,2015/6/26,75,0,
359,B02598,10701,2015,6,27,Queens,LaGuardia Airport,11371,2015/6/27,65,1.12,Rain
360,B02598,7115,2015,6,28,Queens,JFK Airport,11430,2015/6/28,68,0.29,Rain
361,B02598,6163,2015,6,29,Queens,LaGuardia Airport,11371,2015/6/29,70,0,
362,B02598,6695,2015,6,30,Manhattan,East Village,10009,2015/6/30,75,0,
363,B02617,19690,2015,1,1,Brooklyn,Greenpoint,11222,2016/1/1,33,0,
364,B02617,7332,2015,1,2,Manhattan,Lincoln Square East,10023,2015/1/2,39,0,
365,B02617,11001,2015,1,3,Manhattan,Midtown South,10036,2015/1/3,38,0.71,Rain-Snow
366,B02617,8017,2015,1,4,Queens,JFK Airport,11430,2015/1/4,49,0.3,Rain
367,B02617,8075,2015,1,5,Manhattan,Upper West Side North,10024,2015/1/5,35,0,
368,B02617,10383,2015,1,6,Brooklyn,Cobble Hill,11201,2015/1/6,21,0.05,Snow
369,B02617,11794,2015,1,7,Brooklyn,Williamsburg (South Side),11211,2015/1/7,16,0,
370,B02617,13853,2015,1,8,Manhattan,TriBeCa/Civic Center,11201,2015/1/8,15,0,
371,B02617,13532,2015,1,9,Brooklyn,Williamsburg (South Side),11211,2015/1/9,26,0.07,Snow
372,B02617,14242,2015,1,10,Manhattan,Greenwich Village North,10014,2015/1/10,20,0,
373,B02617,11254,2015,1,11,Manhattan,Chinatown,10013,2015/1/11,28,0,
374,B02617,10919,2015,1,12,Manhattan,Upper East Side South,10075,2015/1/12,37,0.36,Rain
375,B02617,12049,2015,1,13,Manhattan,Union Sq,10003,2015/1/13,27,0,
376,B02617,12202,2015,1,14,Manhattan,Upper East Side South,10075,2015/1/14,24,0,
377,B02617,12888,2015,1,15,Manhattan,Times Sq/Theatre District,10036,2015/1/15,30,0,
378,B02617,13283,2015,1,16,Brooklyn,Williamsburg (North Side),11249,2015/1/16,32,0,
379,B02617,13102,2015,1,17,Manhattan,Sutton Place/Turtle Bay North,10022,2015/1/17,25,0,
380,B02617,13301,2015,1,18,Manhattan,Upper East Side South,10075,2015/1/18,37,2.1,Fog-Rain
381,B02617,8015,2015,1,19,Brooklyn,Crown Heights North,11213,2015/1/19,39,0,
382,B02617,10171,2015,1,20,Manhattan,Garment District,10018,2015/1/20,36,0,
383,B02617,11262,2015,1,21,Manhattan,East Chelsea,10011,2015/1/21,31,0,
384,B02617,12414,2015,1,22,Manhattan,Greenwich Village South,10014,2015/1/22,36,0,
385,B02617,13365,2015,1,23,Manhattan,Upper East Side South,10075,2015/1/23,34,0,
386,B02617,14549,2015,1,24,Manhattan,East Chelsea,10011,2015/1/24,36,0.72,Fog-Rain-Snow
387,B02617,10646,2015,1,25,Manhattan,Hudson Sq,10013,2015/1/25,37,0,
388,B02617,7820,2015,1,26,Brooklyn,Park Slope,11215,2015/1/26,27,0.48,Fog-Snow
389,B02617,4425,2015,1,27,Manhattan,East Chelsea,10011,2015/1/27,25,0.36,Fog-Snow
390,B02617,11015,2015,1,28,Brooklyn,Midwood,11230,2015/1/28,25,0,
391,B02617,12841,2015,1,29,Manhattan,East Harlem South,10029,2015/1/29,28,0.02,Snow
392,B02617,15110,2015,1,30,Manhattan,Little Italy/NoLiTa,10012,2015/1/30,29,0.06,Snow
393,B02617,16143,2015,1,31,Manhattan,TriBeCa/Civic Center,11201,2015/1/31,20,0,
394,B02617,13790,2015,2,1,Brooklyn,Clinton Hill,11238,2015/2/1,28,0.03,Snow
395,B02617,12529,2015,2,2,Manhattan,TriBeCa/Civic Center,11201,2015/2/2,24,1.02,Fog-Rain-Snow
396,B02617,12903,2015,2,3,Manhattan,Midtown East,10022,2015/2/3,20,0,
397,B02617,12268,2015,2,4,Manhattan,Clinton East,10019,2015/2/4,34,0,
398,B02617,14824,2015,2,5,Manhattan,Midtown Center,10176,2015/2/5,28,0,
399,B02617,15702,2015,2,6,Manhattan,West Village,10014,2015/2/6,20,0,
400,B02617,13937,2015,2,7,Manhattan,Clinton East,10019,2015/2/7,33,0.02,Snow
401,B02617,11202,2015,2,8,Manhattan,Upper East Side North,10075,2015/2/8,33,0,
402,B02617,11172,2015,2,9,Manhattan,Greenwich Village North,10014,2015/2/9,27,0.09,
403,B02617,11636,2015,2,10,Manhattan,World Trade Center,10006,2015/2/10,33,0.01,Snow
404,B02617,13003,2015,2,11,Manhattan,Clinton West,10019,2015/2/11,28,0,
405,B02617,14547,2015,2,12,Manhattan,Midtown Center,10176,2015/2/12,28,T,Snow
406,B02617,17324,2015,2,13,Manhattan,Midtown North,10036,2015/2/13,15,0,
407,B02617,17362,2015,2,14,Bronx,Schuylerville/Edgewater Park,10465,2015/2/14,24,0.02,Snow
408,B02617,15001,2015,2,15,Queens,JFK Airport,11430,2015/2/15,15,T,Snow
409,B02617,12130,2015,2,16,Manhattan,East Chelsea,10011,2015/2/16,12,0,
410,B02617,12676,2015,2,17,Manhattan,Garment District,10018,2015/2/17,21,0.14,Snow
411,B02617,12204,2015,2,18,Manhattan,Times Sq/Theatre District,10036,2015/2/18,26,T,Snow
412,B02617,15014,2015,2,19,Brooklyn,Park Slope,11215,2015/2/19,18,0,
413,B02617,17158,2015,2,20,Manhattan,TriBeCa/Civic Center,11201,2015/2/20,11,0,
414,B02617,16485,2015,2,21,Manhattan,Central Park,10019,2015/2/21,23,0.61,Fog-Rain-Snow
415,B02617,11051,2015,2,22,Manhattan,East Village,10009,2015/2/22,38,0.1,Rain-Snow
416,B02617,11943,2015,2,23,Manhattan,East Chelsea,10011,2015/2/23,23,0,
417,B02617,13938,2015,2,24,Manhattan,SoHo,10013,2015/2/24,14,0,
418,B02617,13081,2015,2,25,Manhattan,Yorkville East,10028,2015/2/25,29,0,
419,B02617,14749,2015,2,26,Manhattan,West Chelsea/Hudson Yards,10014,2015/2/26,27,0,
420,B02617,14900,2015,2,27,Manhattan,East Chelsea,10011,2015/2/27,24,0,
421,B02617,14238,2015,2,28,Manhattan,Greenwich Village South,10014,2015/2/28,21,0,
422,B02617,11658,2015,3,1,Queens,LaGuardia Airport,11371,2015/3/1,28,0.52,Fog-Snow
423,B02617,9567,2015,3,2,Queens,Long Island City/Hunters Point,11101,2015/3/2,33,0,
424,B02617,12245,2015,3,3,Manhattan,Midtown East,10022,2015/3/3,30,0.67,Rain-Snow
425,B02617,12049,2015,3,4,Queens,LaGuardia Airport,11371,2015/3/4,40,0.25,Rain
426,B02617,12384,2015,3,5,Brooklyn,Williamsburg (North Side),11249,2015/3/5,30,0.76,Fog-Rain-Snow
427,B02617,13492,2015,3,6,Brooklyn,Midwood,11230,2015/3/6,20,0,
428,B02617,12568,2015,3,7,Manhattan,Murray Hill,10016,2015/3/7,28,0,
429,B02617,9854,2015,3,8,Brooklyn,Crown Heights North,11213,2015/3/8,43,0,
430,B02617,8647,2015,3,9,Queens,JFK Airport,11430,2015/3/9,47,0.01,Rain
431,B02617,11663,2015,3,10,Manhattan,Lincoln Square East,10023,2015/3/10,46,0.46,Rain
432,B02617,10611,2015,3,11,Manhattan,SoHo,10013,2015/3/11,52,0.01,Rain
433,B02617,11729,2015,3,12,Queens,JFK Airport,11430,2015/3/12,42,0,
434,B02617,12237,2015,3,13,Manhattan,Lenox Hill West,10065,2015/3/13,37,0,
435,B02617,13845,2015,3,14,Manhattan,Lower East Side,10002,2015/3/14,46,0.81,Rain
436,B02617,9715,2015,3,15,Manhattan,Murray Hill,10016,2015/3/15,40,0,
437,B02617,8690,2015,3,16,Manhattan,Financial District South,10005,2015/3/16,44,0,
438,B02617,9566,2015,3,17,Manhattan,Kips Bay,10016,2015/3/17,46,0.02,Rain
439,B02617,11015,2015,3,18,Manhattan,Hudson Sq,10013,2015/3/18,34,0,
440,B02617,11891,2015,3,19,Manhattan,SoHo,10013,2015/3/19,36,0,
441,B02617,14277,2015,3,20,Manhattan,Times Sq/Theatre District,10036,2015/3/20,34,0.4,Fog-Snow
442,B02617,11733,2015,3,21,Queens,JFK Airport,11430,2015/3/21,38,T,
443,B02617,9843,2015,3,22,Manhattan,Flatiron,10010,2015/3/22,36,0,
444,B02617,9545,2015,3,23,Brooklyn,Kensington,11218,2015/3/23,31,0,
445,B02617,9795,2015,3,24,Manhattan,Times Sq/Theatre District,10036,2015/3/24,36,0,
446,B02617,11152,2015,3,25,Manhattan,Midtown North,10036,2015/3/25,42,0.05,Rain
447,B02617,11961,2015,3,26,Manhattan,Greenwich Village North,10014,2015/3/26,52,0.32,Rain
448,B02617,12111,2015,3,27,Manhattan,Murray Hill,10016,2015/3/27,43,0.27,Rain
449,B02617,12998,2015,3,28,Queens,Steinway,11105,2015/3/28,33,T,Snow
450,B02617,10699,2015,3,29,Brooklyn,Williamsburg (North Side),11249,2015/3/29,36,0,
451,B02617,9232,2015,3,30,Manhattan,Battery Park City,10080,2015/3/30,45,T,Snow
452,B02617,11766,2015,3,31,Manhattan,Penn Station/Madison Sq West,10001,2015/3/31,41,0.17,Rain
453,B02617,10573,2015,4,1,Manhattan,East Chelsea,10011,2015/4/1,42,0,
454,B02617,11247,2015,4,2,Manhattan,Midtown Center,10176,2015/4/2,54,0,
455,B02617,10820,2015,4,3,Manhattan,Hamilton Heights,10031,2015/4/3,62,0.04,Rain
456,B02617,9647,2015,4,4,Manhattan,Clinton East,10019,2015/4/4,51,0.01,Rain
457,B02617,8188,2015,4,5,Queens,JFK Airport,11430,2015/4/5,52,0,
458,B02617,7454,2015,4,6,Manhattan,Times Sq/Theatre District,10036,2015/4/6,53,0,
459,B02617,10001,2015,4,7,Manhattan,Times Sq/Theatre District,10036,2015/4/7,52,0.15,Rain
460,B02617,10447,2015,4,8,Manhattan,Midtown South,10036,2015/4/8,41,0,
461,B02617,11561,2015,4,9,Manhattan,West Village,10014,2015/4/9,40,0,
462,B02617,11576,2015,4,10,Manhattan,Sutton Place/Turtle Bay North,10022,2015/4/10,48,0.17,Rain
463,B02617,11265,2015,4,11,Manhattan,West Village,10014,2015/4/11,51,0,
464,B02617,9663,2015,4,12,Manhattan,West Village,10014,2015/4/12,55,0,
465,B02617,8181,2015,4,13,Queens,Briarwood/Jamaica Hills,11415,2015/4/13,59,0,
466,B02617,9382,2015,4,14,Manhattan,Inwood,10034,2015/4/14,60,0.01,
467,B02617,9945,2015,4,15,Manhattan,Little Italy/NoLiTa,10012,2015/4/15,62,0,
468,B02617,11714,2015,4,16,Manhattan,Flatiron,10010,2015/4/16,58,0,
469,B02617,12042,2015,4,17,Manhattan,Upper East Side North,10075,2015/4/17,63,0.08,Rain
470,B02617,13287,2015,4,18,Manhattan,Lenox Hill East,10065,2015/4/18,70,0,
471,B02617,10840,2015,4,19,Queens,JFK Airport,11430,2015/4/19,56,0,
472,B02617,11481,2015,4,20,Brooklyn,East Williamsburg,11211,2015/4/20,52,1.37,Fog-Rain
473,B02617,10042,2015,4,21,Brooklyn,Bushwick North,11221,2015/4/21,59,0.2,Rain
474,B02617,12168,2015,4,22,Manhattan,West Chelsea/Hudson Yards,10014,2015/4/22,59,0.05,Rain
475,B02617,13628,2015,4,23,Queens,LaGuardia Airport,11371,2015/4/23,47,0,
476,B02617,14332,2015,4,24,Manhattan,Midtown Center,10176,2015/4/24,46,0,
477,B02617,13907,2015,4,25,Manhattan,Lower East Side,10002,2015/4/25,50,0,
478,B02617,12049,2015,4,26,Manhattan,Penn Station/Madison Sq West,10001,2015/4/26,55,0,
479,B02617,9101,2015,4,27,Queens,LaGuardia Airport,11371,2015/4/27,56,0,
480,B02617,9508,2015,4,28,Brooklyn,Williamsburg (South Side),11211,2015/4/28,61,0,
481,B02617,10823,2015,4,29,Manhattan,West Chelsea/Hudson Yards,10014,2015/4/29,64,0,
482,B02617,12058,2015,4,30,Manhattan,Midtown East,10022,2015/4/30,58,0,
483,B02617,11872,2015,5,1,Manhattan,Garment District,10018,2015/5/1,56,0,
484,B02617,12734,2015,5,2,Manhattan,Washington Heights North,10032,2015/5/2,61,0,
485,B02617,9992,2015,5,3,Manhattan,Meatpacking/West Village West,10013,2015/5/3,66,0,
486,B02617,8370,2015,5,4,Manhattan,Penn Station/Madison Sq West,10001,2015/5/4,71,0,
487,B02617,10146,2015,5,5,Manhattan,East Village,10009,2015/5/5,76,0,
488,B02617,10768,2015,5,6,Manhattan,Lincoln Square East,10023,2015/5/6,66,T,
489,B02617,11611,2015,5,7,Manhattan,Murray Hill,10016,2015/5/7,68,0,
490,B02617,11703,2015,5,8,Manhattan,West Chelsea/Hudson Yards,10014,2015/5/8,69,0,
491,B02617,11786,2015,5,9,Manhattan,East Village,10009,2015/5/9,64,0,
492,B02617,9876,2015,5,10,Brooklyn,Brooklyn Heights,11201,2015/5/10,72,0,
493,B02617,8845,2015,5,11,Manhattan,Midtown Center,10176,2015/5/11,77,T,Rain
494,B02617,9866,2015,5,12,Manhattan,Union Sq,10003,2015/5/12,75,0,
495,B02617,11231,2015,5,13,Manhattan,Midtown Center,10176,2015/5/13,62,0,
496,B02617,11902,2015,5,14,Manhattan,Greenwich Village North,10014,2015/5/14,62,0,
497,B02617,12372,2015,5,15,Manhattan,West Chelsea/Hudson Yards,10014,2015/5/15,65,0,
498,B02617,14281,2015,5,16,Brooklyn,East Williamsburg,11211,2015/5/16,66,0.3,Rain
499,B02617,11185,2015,5,17,Manhattan,Greenwich Village North,10014,2015/5/17,74,0.02,Rain
500,B02617,9536,2015,5,18,Manhattan,World Trade Center,10006,2015/5/18,68,0,
501,B02617,11009,2015,5,19,Manhattan,Clinton East,10019,2015/5/19,70,T,Rain
502,B02617,11439,2015,5,20,Manhattan,Times Sq/Theatre District,10036,2015/5/20,61,0,
503,B02617,12079,2015,5,21,Manhattan,Lincoln Square East,10023,2015/5/21,57,0,
504,B02617,9944,2015,5,22,Manhattan,Sutton Place/Turtle Bay North,10022,2015/5/22,65,0,
505,B02617,8743,2015,5,23,Manhattan,Greenwich Village North,10014,2015/5/23,60,0,
506,B02617,7707,2015,5,24,Manhattan,West Village,10014,2015/5/24,69,0,
507,B02617,6386,2015,5,25,Brooklyn,Prospect Heights,11238,2015/5/25,75,0,
508,B02617,8915,2015,5,26,Queens,JFK Airport,11430,2015/5/26,78,0,
509,B02617,11328,2015,5,27,Queens,LaGuardia Airport,11371,2015/5/27,78,0.08,Rain
510,B02617,11625,2015,5,28,Manhattan,Lower East Side,10002,2015/5/28,78,0,
511,B02617,11575,2015,5,29,Brooklyn,Canarsie,11236,2015/5/29,75,0,
512,B02617,11958,2015,5,30,Manhattan,West Village,10014,2015/5/30,76,0,
513,B02617,11099,2015,5,31,Manhattan,TriBeCa/Civic Center,11201,2015/5/31,72,1.46,Fog-Rain
514,B02617,10972,2015,6,1,Brooklyn,Williamsburg (North Side),11249,2015/6/1,55,0.72,Rain
515,B02617,12038,2015,6,2,Brooklyn,Bushwick South,11221,2015/6/2,53,0.37,Rain
516,B02617,10795,2015,6,3,Manhattan,Union Sq,10003,2015/6/3,61,0,
517,B02617,11570,2015,6,4,Manhattan,West Village,10014,2015/6/4,60,0,
518,B02617,11704,2015,6,5,Manhattan,Greenwich Village South,10014,2015/6/5,63,0.13,Rain
519,B02617,10989,2015,6,6,Manhattan,Lower East Side,10002,2015/6/6,68,0.19,Rain
520,B02617,10084,2015,6,7,Brooklyn,Stuyvesant Heights,11221,2015/6/7,65,0,
521,B02617,9095,2015,6,8,Brooklyn,Williamsburg (North Side),11249,2015/6/8,71,0.06,Rain
522,B02617,9936,2015,6,9,Manhattan,Midtown Center,10176,2015/6/9,76,0.01,Rain
523,B02617,10443,2015,6,10,Manhattan,Financial District South,10005,2015/6/10,74,0,
524,B02617,12040,2015,6,11,Brooklyn,Prospect Heights,11238,2015/6/11,81,0,
525,B02617,11573,2015,6,12,Manhattan,Upper West Side South,10024,2015/6/12,81,0,
526,B02617,10823,2015,6,13,Manhattan,Clinton West,10019,2015/6/13,79,0,
527,B02617,10060,2015,6,14,Manhattan,Flatiron,10010,2015/6/14,77,0.36,Rain
528,B02617,9644,2015,6,15,Manhattan,East Chelsea,10011,2015/6/15,74,0.57,Rain
529,B02617,10263,2015,6,16,Manhattan,Upper East Side North,10075,2015/6/16,72,0.27,Rain
530,B02617,11113,2015,6,17,Brooklyn,Williamsburg (North Side),11249,2015/6/17,74,T,Rain
531,B02617,11816,2015,6,18,Manhattan,Clinton East,10019,2015/6/18,68,0,
532,B02617,11198,2015,6,19,Manhattan,Penn Station/Madison Sq West,10001,2015/6/19,78,0,
533,B02617,10653,2015,6,20,Manhattan,Two Bridges/Seward Park,10002,2015/6/20,70,T,Rain
534,B02617,9527,2015,6,21,Brooklyn,East Flatbush/Farragut,11210,2015/6/21,80,0.64,Rain
535,B02617,8505,2015,6,22,Manhattan,Lower East Side,10002,2015/6/22,79,0,
536,B02617,10867,2015,6,23,Manhattan,Meatpacking/West Village West,10013,2015/6/23,83,0.02,
537,B02617,10435,2015,6,24,Manhattan,Meatpacking/West Village West,10013,2015/6/24,76,0,
538,B02617,11426,2015,6,25,Manhattan,Gramercy,10017,2015/6/25,74,0,
539,B02617,10831,2015,6,26,Manhattan,West Chelsea/Hudson Yards,10014,2015/6/26,75,0,
540,B02617,13992,2015,6,27,Brooklyn,Windsor Terrace,11218,2015/6/27,65,1.12,Rain
541,B02617,9824,2015,6,28,Brooklyn,East Williamsburg,11211,2015/6/28,68,0.29,Rain
542,B02617,8180,2015,6,29,Manhattan,Midtown Center,10176,2015/6/29,70,0,
543,B02617,9163,2015,6,30,Manhattan,TriBeCa/Civic Center,11201,2015/6/30,75,0,
544,B02682,15430,2015,1,1,Manhattan,Union Sq,10003,2016/1/1,33,0,
545,B02682,5540,2015,1,2,Manhattan,Union Sq,10003,2015/1/2,39,0,
546,B02682,8090,2015,1,3,Manhattan,Yorkville West,10028,2015/1/3,38,0.71,Rain-Snow
547,B02682,5655,2015,1,4,Brooklyn,Fort Greene,11205,2015/1/4,49,0.3,Rain
548,B02682,6102,2015,1,5,Manhattan,Midtown Center,10176,2015/1/5,35,0,
549,B02682,7609,2015,1,6,Brooklyn,East Williamsburg,11211,2015/1/6,21,0.05,Snow
550,B02682,9225,2015,1,7,Manhattan,Meatpacking/West Village West,10013,2015/1/7,16,0,
551,B02682,10532,2015,1,8,Manhattan,TriBeCa/Civic Center,11201,2015/1/8,15,0,
552,B02682,10622,2015,1,9,Manhattan,Meatpacking/West Village West,10013,2015/1/9,26,0.07,Snow
553,B02682,11786,2015,1,10,Manhattan,Clinton East,10019,2015/1/10,20,0,
554,B02682,8611,2015,1,11,Manhattan,Clinton East,10019,2015/1/11,28,0,
555,B02682,9232,2015,1,12,Manhattan,World Trade Center,10006,2015/1/12,37,0.36,Rain
556,B02682,9775,2015,1,13,Brooklyn,Windsor Terrace,11218,2015/1/13,27,0,
557,B02682,9899,2015,1,14,Manhattan,Meatpacking/West Village West,10013,2015/1/14,24,0,
558,B02682,10484,2015,1,15,Manhattan,Upper West Side South,10024,2015/1/15,30,0,
